en,et,description,file,hash
Set price to value,Määra hind väärtuseks,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,ca2d6b63bd60402aa621027cfc61c55c
Set product status: active,Määra tootestaatus: aktiivne,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,731da8e86a677a36386254eceaa1089e
Set product status: archived,Määra tootestaatus: arhiveeritud,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,8143aec032fcd2842fcec6dd399ea7c3
Set product status: discontinued,Määra tootestaatus: lõpetatud,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,42c6738af12113cd0c02ee3f1d0ceee7
Set product type: digital,Määra tootetüüp: digitaalne,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,eeb663724e2cc084fd69f380023b63f8
Set product type: physical,Määra tootetüüp: füüsiline,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,01ee46fc17735f5b73a578f60dcc0036
Set product type: placeholder,Määra tootetüüp: kohatäitja,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,9cefcaba9d584e9ed064d46a57f8489f
Set product type: recurring,Määra tootetüüp: korduv,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,76438976fbad4dd0d256d30254f9280d
Set product type: service,Määra tootetüüp: teenus,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,526292fbd5038a6c326a17233cddbc91
Shipping,Tarne,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,ea9cf7e47ff33b2be14e6dd07cbcefc6
Status,Olek,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,ec53a8c4f07baed5d8825072c89799be
Stock,Laoseis,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,27ce7f8b5623b2e2df568d64cf051607
Stock delta,Laoseisu muutus,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,ee7bfe460af182510c5d852a66e0e4ab
Stock high-low,Laoseis kõrgest madalasse,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,333d7e802c291e7563630fcd028bbfd6
Stock low-high,Laoseis madalast kõrgesse,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,136f6bffdcb79d7c0e926327733e4855
Stock note,Laoseisu märkus,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,a0cde8d641276a2d8949906e166a2b79
Time,Aeg,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,a76d4ef5f3f6a672bbfab2865563e530
Timeline,Ajajoon,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,3d1f92a565d3b1a61880236e33c49bf3
Title A-Z,Pealkiri A-Z,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,2cf46a1f5cc98622917d48403cc9b7e7
Total,Kokku,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,96b0141273eabab320119c467cdcaf17
Total quantity across orders.,Kogus kokku kõigi tellimuste lõikes.,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,3d58b704d7184f60ef49c1bb180e7163
Unpublish,Võta avaldamisest maha,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,181e9a13059454fb2212f1bf10f394ac
Unpublished,Avaldamata,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,0774e163cd7df482edd2abd498189f8b
Update commerce fields,Uuenda kaubanduse välju,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,d19a734d04e987416c4b2296cf3c3965
User,Kasutaja,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,8f9bfe9d1345237cb3b2b205864da075
View,Vaata,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,4351cfebe4b61d8aa5efa1d020710005
View all products,Vaata kõiki tooteid,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,bca54823c9ea283ac92870efd877f446
View storefront,Vaata poodi,,site/modules/Mercato/src/Admin/ProcessMercatoProductPanels.php,6f5dcb431ba6639ae163811b03eb303c
All gateways,Kõik makseväravad,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,9791f91244377952562e456892d10cf7
Bank Transfer,Pangaülekanne,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,3726d2bc671a53445f9f57095bf9d76b
Cooldown: wait %s,Ooteaeg: oota %s,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,8977e42c3b4a49e9a9f43e946b0e6b9a
Demo,Näidis,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,f0258b6685684c113bad94d91b8fa02a
Email suppressed,E-post välistatud,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,2b5e4a36d22e605d87faa7980ccbe583
Mollie,Mollie,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,7c478959c218087ffc4ad5d96e7f66a6
No customer email,Kliendi e-posti pole,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,feb3301c443257d34798ff130e099f4b
PayPal,PayPal,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,ad69e733ebae8d264bccaa38d68830e8
Ready to email,Valmis e-kirja saatmiseks,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,da53b739ce20c604840cd9517c520b84
Stripe,Stripe,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,ce7566d1d08cc094b74cf283cf9c56a5
Unknown,Teadmata,,site/modules/Mercato/src/Admin/ProcessMercatoQueries.php,88183b946cc5f0e8c96b2e66e1c74a7e
%d cancelable abandoned order(s) in current filters.,%d tühistatavat mahajäetud tellimust praeguste filtrite alusel.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,c1967499d9622efafe7a44d08d48ad86
Abandoned Checkouts,Mahajäetud ostukorvid,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,f3de313a60443671f8188b7bdd480b80
Accepted,Vastu võetud,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,382ab522931673c11e398ead1b7b1678
Add a customer note...,Lisa kliendimärkus...,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,7470b22f5019d02bda8a6af944e25ad0
Add note,Lisa märkus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,50cd1871f950375eef4e2efce35366c6
Address,Aadress,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,dd7bf230fde8d4836917806aff6a6b27
Age,Vanus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,9d8d2d5ab12b515182a505f54db7f538
All events,Kõik sündmused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,1aafb073a1a78e52e044177f67da6615
All statuses,Kõik staatused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,96e3d398260724e0a83da53a2e9f20e7
Amount,Summa,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,b2f40690858b404ed10e62bdf422c704
Any age,Suvaline vanus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,a93b5261870760421327cc9f0f34851a
Any code,Suvaline kood,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,02d5e91a438415d926a495163e70486e
Apply filters,Rakenda filtrid,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,79ee641715155ec7d121815215f2b70c
Apply guarded actions to the current filtered abandoned-checkout set. Bulk cancellation is limited to 25 orders per run.,Rakenda kaitstud toiminguid praegusele filtreeritud mahajäetud ostukorvide komplektile. Mass-tühistamine on piiratud 25 tellimusega korraga.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,edc347f82d9820425317bb32f1df38a7
Area,Piirkond,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,deec4ff19974f12ed781cb9a59064214
Attached to order,Seotud tellimusega,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,9d261113b6df77ac144617294a7e7dc8
Attempt,Katse,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,cb1856ec07fdc866c21f13566e3d5bcd
attempt(s),katse(t),,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,f01d3e8d251b321a8f4e5e658d524914
Attempts,Katsed,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,7ba3b8236d48d4f4c5ec03c3fe6b75a9
Automation,Automatiseerimine,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,caea8340e2d186a540518d08602aa065
"Automation run checked %d order(s), found %d eligible, sent %d, failed %d, blocked %d.","Automatiseerimise käivitus kontrollis %d tellimust, leidis %d sobivat, saatis %d, ebaõnnestus %d, blokeeriti %d.",,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,54dce041fc9dbf63d01dec6fbdd5424a
Awaiting gateway.,Ootab makseväravat.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d8d0ba486fe6df84ca62b45f0b2bbe77
Awaiting payment.,Ootab makset.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,b5e6754af9fb6eb789f5fca5d2d970ed
Back to customers,Tagasi klientide juurde,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,59666ad60cc1933b5f3ebcab0120a296
Batch limit,Partii piirmäär,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,c434994f87d80496315aabb424d301ac
Bulk Recovery Actions,Taastamise masstoimingud,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,6a1d8cab4f7dd6651a305545a3f922c1
Cancel,Tühista,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,ea4788705e6873b424c65e91c2846b19
Cancel filtered orders,Tühista filtreeritud tellimused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,3ea03143330c81f7ccfbfe82314edd14
Cancel the filtered unpaid orders,Tühista filtreeritud maksmata tellimused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,c1c6fa9bf7991c182800c32a7da17db6
Canceled,Tühistatud,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,0e22fe7d45f8e5632a4abf369b24e29c
Canceled before payment.,Tühistatud enne makset.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,1da4a335bce70069b54b87788476cbb1
"Canceled orders leave Recovery, release reservations, and remain available in Orders and audit exports.","Tühistatud tellimused lahkuvad taastamisest, vabastavad broneeringud ning jäävad kättesaadavaks tellimustes ja auditi eksportides.",,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,f6652aca9fb18e797b4fb01f085be0a3
Checkouts,Kassad,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d9323692d0aba6ddff5069437f4abce2
Code,Kood,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,ca0dbad92a874b2f69b549293387925e
Commerce Search,Kaubanduse otsing,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,03df5f34d06864eb70bdd9aa3e4c7fe3
Completed payments.,Lõpetatud maksed.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,0e9028991480ac0e5f9728ae8896558e
Contact,Kontakt,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,bbaff12800505b22a853e8b7f4eb6a22
Cooldown,Ooteaeg,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,5b9cca31b21c9c04c3d6f9ecbcc3ffc8
"Coupon apply, reject, attach, and remove events for support review.","Sooduskoodi rakendamise, tagasilükkamise, lisamise ja eemaldamise sündmused klienditoe ülevaatuseks.",,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,5628826cd80255d0362b99f52255fabd
Create manual order,Loo käsitsi tellimus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,a9877e23ded4196f7739e8a835ae8fb3
Current filtered set,Praegune filtreeritud kogum,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,261e95a8ce812a99ee8c6a68163c85a5
Customer,Klient,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,ce26601dac0dea138b7295f02b7620a7
Customer Activity,Kliendi tegevus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,2fc38e328fb4d8239b91b33e31de2b96
Customer email available,Kliendi e-post on olemas,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,983a724df96dde6926479fb4f2d8a995
Customer Notes,Kliendimärkused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,75d8200594a766993b7eb3df59515017
Customer Orders,Kliendi tellimused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,bf8d34b11df0a3c2fb56881b4e4cdbed
Customer profile aggregated from order history.,Kliendiprofiil koondatud tellimuste ajaloost.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,a575248ef1a50985ad343649483c8fc6
Customer summary aggregated from order email addresses.,Kliendikokkuvõte koondatud tellimuste e-posti aadressidest.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,8fcbcbc0a4c3875c0b40fc892a6bfcda
Customers,Kliendid,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,e6d0e1c8fc6a4fcf47869df87e04cd88
customers,kliendid,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,4b6f7d34a58ba399f077685951d06738
Detail,Detail,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,a254c25adc7d10d7e9c4889484f875a5
Details,Üksikasjad,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,3ec365dd533ddb7ef3d1c111186ce872
Discount,Allahindlus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,104d9898c04874d0fbac36e125fa1369
Eligible to email now,Kõlblik kohe e-kirja saatmiseks,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,16d54dca73b64ef3e15cec3d9b708c50
Email,E-post,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,ce8ae9da5b7cd6c3df2929543a9af92d
Email link,E-posti link,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,ba99412a0913f63a9197fd4aae009e51
Emails excluded from recovery.,Taastamisest välistatud e-posti aadressid.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,c304db00dc5d56a8deb60fa0954762ce
Enable it in module settings.,Luba see mooduli seadetes.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,679186f01128b21e93de7bcca5ed975c
"Enter a query to search invoices, order emails, gateway payment IDs, product titles, SKUs, and customer summaries.","Sisesta päring, et otsida arveid, tellimuste e-poste, makseväravate makse-ID-sid, toodete pealkirju, SKU-sid ja klientide kokkuvõtteid.",,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,1c6bc4d5ce7935fe0977dc3c7a24f312
Event,Sündmus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,a4ecfc70574394990cf17bd83df499f7
Export activity,Ekspordi tegevus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,073b61754041ad1aed382b19c1555256
Export CSV,Ekspordi CSV,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,c04f1e4841a6af78088d6ccf6f3a8a76
Export customer notes,Ekspordi kliendimärkused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,8a9b982b3b962c92f68df0752899700d
Export customers,Ekspordi kliendid,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,4713ef5f2d6fc1e8f088c850e696a04b
Export orders,Ekspordi tellimused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,da8cbc8f80b433d3d2b6d13eea457873
Failed,Ebaõnnestus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d7c8c85bf79bbe1b7188497c32c3b0ca
Failed or expired.,Ebaõnnestunud või aegunud.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d593b7c268e7e54f324cbd0d986ca5b3
"Find orders, products, and customer summaries from one place.","Leia tellimused, tooted ja klientide kokkuvõtted ühest kohast.",,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,1d722412ce7c32c641e114a6dcf4b9ed
Gateway,Maksevärav,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,926dec9494209cb088b4962509df1a91
"Invoice, email, payment ID, SKU, product title...","Arve, e-post, makse ID, SKU, toote pealkiri...",,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d49f580f753a4f48605ffe7a95f0beb7
Last order,Viimane tellimus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d957e2652355299cb367c4b7e07d9141
Last sent %s,Viimati saadetud %s,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,5d2904ed5151fbc27a98d280cfec4801
"Latest payment, fulfilment, refund, email, inventory, order note, and customer note events across this customer history.","Viimased makse-, täitmis-, tagasimakse-, e-posti-, laoseisu-, tellimuse märkuse ja kliendimärkuse sündmused selle kliendi ajaloos.",,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,8d24ada4f506d352e1446c5ecd2e11a1
LazyCron interval.,LazyCron intervall.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,ca722c679a5cb775fc37030354725a8c
LazyCron sends eligible links.,LazyCron saadab sobivad lingid.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,602dec36a3f09750347f7db448373629
Links sent,Saadetud lingid,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,fcc4dc913e886a1ac820e34322b7bd8c
"Manual recovery actions, automation runs, cooldown blocks, and suppression changes.","Käsitsi taastamise toimingud, automatiseerimise käivitused, ooteaja blokeeringud ja välistuse muudatused.",,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d8ac04667a41a30cfc4502ab0d21478b
matches,vastet,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,9c28d32df234037773be184dbdafc274
Matching Orders,Vastavad tellimused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,433e31c1384f36ad43d6d7241129af89
Maximum emails per run.,Maksimaalne e-kirjade arv käivituse kohta.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,5ed3d267374e8fe54cd9e4bbe95cd372
Message,Sõnum,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,4c2a8fe7eaf24721cc7a9f0175115bd4
Minimum age,Minimaalne vanus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,cf64c08eba74dcf03b8d6e5f8f264056
No abandoned checkouts match the current filters.,Ükski mahajäetud ostukorv ei vasta praegustele filtritele.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,cc3cf3bfa15e634b2842dd15e624b995
No attempt log,Katsete logi puudub,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,e16241a2463dd7e2bdb171820bf78262
No coupon activity logged yet.,Sooduskoodi tegevust pole veel logitud.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,a90c82066d9771828cdfa11e2224b6e3
No customer activity yet.,Kliendi tegevust pole veel.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,eba5ab5187067f80cf1fc670853aa4c0
No customers yet. Customer rows appear after the first checkout order.,Kliente pole veel. Kliendiread ilmuvad pärast esimest kassatellimust.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,3e132197fc6033b25899a20d494251a5
No eligible orders in the current automation preview.,Praeguses automatiseerimise eelvaates sobivaid tellimusi pole.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,c6e6bd55871b4a7d84c885fe279468c3
No recovery actions logged yet.,Taastamise toiminguid pole veel logitud.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,87200bb45201cdf0d1b2548b1f845346
No recovery coupon configured.,Taastamise sooduskoodi pole seadistatud.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,567e944c896c79ba8cbad72ba4e70ee7
No suppressed recovery emails.,Välistatud taastamise e-kirju pole.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,97e9e6f974faf24a50409ce4aa591684
None,Puudub,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,6adf97f83acf6453d4a6a4b1070f3754
Not sent yet,Veel saatmata,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,39ecb85823d9a6d4b93444ec70ae9eb7
Off,Väljas,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d15305d7a4e34e02489c74a5ef542f36
Older than 1 day,Vanem kui 1 päev,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d1873354996d31f91f2985d3da9d078d
Older than 1 hour,Vanem kui 1 tund,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,56b5c260fc5beae303823280f672f41a
Older than 15 minutes,Vanem kui 15 minutit,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,0670ebfcbe83488e1a1c023f3d56b0a9
Older than 4 hours,Vanem kui 4 tundi,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,8e636fcd009fd8bb2e268ffa19c60f40
On,Sees,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,521c36a31c2762741cf0f8890cbe05e3
Open value,Avatud väärtus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d81b135a9ba813779e8a735d4a05ad10
Order,Tellimus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,a240fa27925a635b08dc28c9e4f9216d
Order age before recovery.,Tellimuse vanus enne taastamist.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,eaf14eea97e965e4cec30ac5acf592c5
Orders,Tellimused,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,7442e29d7d53e549b78d93c46b8cdcfc
Paid,Tasutud,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,e0010a0a1a3259ab5c06a19bad532851
Paid order total.,Tasutud tellimuse summa.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,a06a352f8074b647bdd91bc6fad4e9cf
Payment,Makse,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,c453a4b8e8d98e82f35b67f433e3b4da
Payment link emails,Maksulingi e-kirjad,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,5585556e1030714e3cf7c0f9fbf249f7
Pending,Ootel,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,2d13df6f8b5e4c5af9f87e0dc39df69d
Phone,Telefon,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,bcc254b55c4a1babdf1dcb82c207506b
Preview automation,Automatiseerimise eelvaade,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,6a13685272f1f59dd401fb1695957979
Preview eligible abandoned checkouts before LazyCron sends payment-link emails.,"Vaata sobivad mahajäetud ostukorvid eelvaates üle enne, kui LazyCron saadab maksulingi e-kirjad.",,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,0a84cdd1d844ce5636b6961d5ca0fe1c
Preview order,Tellimuse eelvaade,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,5c2c8c5c7c4a54dae9403c734a1ccfec
Private operational notes for this customer across orders.,Selle kliendi privaatsed toimingute märkused kõigi tellimuste lõikes.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,f3f6d4c5169a8c2243c2d63a14594caa
Processing,Töötlemisel,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,643562a9ae7099c8aabfdc93478db117
Products,Tooted,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,068f80c7519d0528fb08e82137a72131
Profile,Profiil,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,cce99c598cfdb9773ab041d54c3d973a
Promoted in recovery emails.,Reklaamitud taastamise e-kirjades.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,b6b73942b68f1a75198999e8678c7de5
Ready,Valmis,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,e7d31fc0602fb2ede144d18cdffd816b
Recent Coupon Activity,Hiljutine sooduskoodi tegevus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,4f52936500dbcf4401bac9d8b17f614c
Recently emailed,Hiljuti e-kirja saadetud,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,fba913b76a889e022b872ed2d063568b
Recoverable,Taastatav,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,52f3b9f4c13b3350850c24bc26c0cef8
Recovery,Taastamine,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d8afbc541b39d23648c823057cffe3a5
Recovery Activity,Taastamise tegevus,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,ffc853d8efebcbb6bc595104f113c889
Recovery Automation,Taastamise automatiseerimine,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,cec279b2f61cd53a174d1d9d201a2f51
Recovery email cooldown is disabled.,Taastamise e-kirja ooteaeg on keelatud.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d8f6961916cae38c102bf305f78494ca
Recovery email cooldown: %s.,Taastamise e-kirja ooteaeg: %s.,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,4b6dc071855d298ff7f939dd1c1d3964
Rejected,Tagasi lükatud,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,d37b1f6c0512e2118cee17fea015b699
Removed from order,Eemaldatud tellimusest,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,a83cc680e25a7a5471219a13c970f95a
Reset,Lähtesta,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,526d688f37a86d3c3f27d0c5016eb71d
Revenue,Käive,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,54358a914f51e1af19df8520159fe607
Schedule,Ajakava,,site/modules/Mercato/src/Admin/ProcessMercatoRecoveryCustomerPanels.php,25f7347236b51a5eae4ba01a7862cb55
